Animal_Type,Breed,Age_norm,Weight_norm,Duration_Days_norm,Body_Temperature_C_norm,Heart_Rate_norm,temp_deviation_norm,Appetite_Loss_bin,Vomiting_bin,Diarrhea_bin,Coughing_bin,Labored_Breathing_bin,Lameness_bin,Skin_Lesions_bin,Nasal_Discharge_bin,Eye_Discharge_bin,symptom_count,is_fever,high_heart_rate,Gender_bin,Breed_encoded,animal_Cat,animal_Cow,animal_Dog,animal_Goat,animal_Horse,animal_Pig,animal_Rabbit,animal_Sheep,Disease_Prediction,Disease_ID
Cow,Hereford,0.1333,0.742,0.25,0.3333,0.0632,0.3333,1,0,0,0,0,0,0,0,1,2,0,0,0,13,0,1,0,0,0,0,0,0,Bovine Respiratory Disease,18
Rabbit,English Angora,0.0,0.0004,1.0,0.8889,0.6632,0.8889,0,1,1,1,0,1,0,1,1,6,1,1,0,69,0,0,0,0,0,0,1,0,Rabbit Hemorrhagic Disease,118
Horse,Percheron,0.2,0.5961,1.0,0.5556,0.0526,0.5556,1,0,1,1,0,0,1,0,1,5,0,0,1,46,0,0,0,0,1,0,0,0,Equine Influenza,55
Cat,Maine Coon,0.0667,0.0039,0.0833,0.0,0.8526,0.0,1,0,0,1,1,0,1,0,0,4,0,1,1,7,1,0,0,0,0,0,0,0,Feline Calicivirus,69
Cow,Jersey,0.0667,0.6604,0.5,0.8333,0.2421,0.8333,1,1,1,1,0,1,0,0,1,6,1,0,0,9,0,1,0,0,0,0,0,0,Bovine Respiratory Disease,18
Pig,Tamworth,0.2,0.1472,0.6667,0.5556,0.3053,0.5556,1,0,0,1,1,1,1,1,1,7,0,0,0,77,0,0,0,0,0,1,0,0,Swine Influenza,133
Dog,Golden Retriever,0.4,0.0177,0.0833,0.1111,0.4842,0.1111,0,0,1,1,0,0,1,1,1,5,0,0,1,20,0,0,1,0,0,0,0,0,Gastroenteritis,90
Goat,Toggenburg,0.4667,0.0903,0.0833,0.0556,0.1895,0.0556,1,1,1,0,0,1,0,0,1,5,0,0,1,71,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Cat,Maine Coon,0.2667,0.0032,0.0833,0.9444,0.7579,0.9444,1,0,0,1,1,0,1,0,1,5,1,1,0,7,1,0,0,0,0,0,0,0,Feline Infectious Peritonitis,75
Dog,Poodle,0.2667,0.0135,0.5,0.4444,0.6105,0.4444,1,0,0,0,1,0,0,1,1,4,0,1,0,10,0,0,1,0,0,0,0,0,Kennel Cough,100
Rabbit,Mini Rex,0.0667,0.0,0.1667,0.0556,1.0,0.0556,0,0,1,1,0,1,1,1,0,5,0,1,0,59,0,0,0,0,0,0,1,0,Rabbit Hemorrhagic Disease,118
Dog,Beagle,0.2667,0.0012,0.0,0.1111,0.5158,0.1111,1,1,1,1,1,1,1,1,0,8,0,0,1,3,0,0,1,0,0,0,0,0,Kennel Cough,100
Pig,Large White,0.2667,0.1404,0.0,0.0556,0.1053,0.0556,1,0,0,0,0,0,0,1,1,3,0,0,1,99,0,0,0,0,0,1,0,0,Actinobacillus Pleuropneumonia,0
Sheep,Dorper,0.3333,0.0848,0.4167,0.8333,0.0842,0.8333,1,1,1,1,1,1,1,1,0,8,1,0,1,67,0,0,0,0,0,0,0,1,Scrapie,125
Rabbit,Mini Rex,0.0,0.0014,0.1667,0.1111,0.9368,0.1111,1,1,0,1,1,0,1,1,0,6,0,1,0,59,0,0,0,0,0,0,1,0,Myxomatosis,106
Dog,Husky,0.2667,0.0226,0.0833,0.3889,0.4,0.3889,1,0,0,0,1,1,1,1,0,5,0,0,0,28,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Goat,Alpine,0.2,0.09,0.8333,0.7778,0.1053,0.7778,1,0,0,1,0,0,1,0,1,4,1,0,1,61,0,0,0,1,0,0,0,0,Foot-and-Mouth Disease,87
Cat,Siamese,0.2,0.0027,0.5,0.8889,0.7263,0.8889,1,1,1,0,0,1,1,1,0,6,1,1,0,1,1,0,0,0,0,0,0,0,Feline Panleukopenia,78
Horse,Appaloosa,0.3333,0.588,0.5833,0.4444,0.2737,0.4444,1,1,1,1,0,1,1,0,0,6,0,0,1,23,0,0,0,0,1,0,0,0,Equine Infectious Anemia,54
Sheep,Karakul,0.2667,0.0918,0.5833,0.7778,0.0842,0.7778,1,1,0,1,1,0,1,1,0,6,1,0,0,103,0,0,0,0,0,0,0,1,Scrapie Disease,126
Cat,Bengal,0.4,0.0067,0.6667,0.8889,0.6526,0.8889,1,1,1,1,0,1,1,1,1,8,1,1,1,11,1,0,0,0,0,0,0,0,Feline Infectious Peritonitis,75
Horse,Tennessee Walking Horse,0.6,0.4503,0.8333,0.7222,0.0,0.7222,1,0,0,0,1,1,1,1,1,6,1,0,0,105,0,0,0,0,1,0,0,0,Equine Leptospirosis,58
Dog,Husky,0.1333,0.0432,0.0,0.0,0.5368,0.0,1,0,1,1,0,0,1,1,1,6,0,1,1,28,0,0,1,0,0,0,0,0,Canine Distemper,24
Cow,Hereford,0.3333,0.7813,0.3333,0.8889,0.0316,0.8889,1,1,0,1,0,0,1,0,1,5,1,0,0,13,0,1,0,0,0,0,0,0,Respiratory Syncytial Virus,122
Sheep,Cheviot,0.1333,0.0918,0.5833,1.0,0.1053,1.0,0,1,0,0,1,1,0,0,0,3,1,0,1,70,0,0,0,0,0,0,0,1,Caseous Lymphadenitis,38
Pig,Berkshire,0.3333,0.1707,1.0,0.9444,0.3895,0.9444,1,1,0,0,1,0,1,0,0,4,1,0,0,72,0,0,0,0,0,1,0,0,Actinobacillus Pleuropneumonia,0
Sheep,Romney,0.2667,0.1087,0.25,0.1667,0.0,0.1667,1,1,0,1,0,0,0,1,1,5,0,0,1,75,0,0,0,0,0,0,0,1,Bluetongue Virus,9
Dog,Yorkshire Terrier,0.2,0.0239,0.0833,0.5,0.5474,0.5,1,1,1,0,0,0,0,0,1,4,0,1,0,117,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Cat,Siamese,0.3333,0.0034,0.6667,0.3333,0.7579,0.3333,1,1,0,0,0,0,0,0,1,3,0,1,1,1,1,0,0,0,0,0,0,0,Gastroenteritis,90
Pig,Tamworth,0.1333,0.1558,0.4167,0.2778,0.2737,0.2778,1,1,0,1,0,0,0,1,1,5,0,0,1,77,0,0,0,0,0,1,0,0,Actinobacillus Pleuropneumonia,0
Dog,Golden Retriever,0.2,0.018,0.4167,0.6667,0.6947,0.6667,0,0,1,1,0,0,0,0,0,2,1,1,0,20,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Dog,Beagle,0.2,0.0277,0.6667,0.0556,0.4632,0.0556,1,0,1,1,1,1,0,0,0,5,0,0,1,3,0,0,1,0,0,0,0,0,Kennel Cough,100
Dog,Doberman Pinscher,0.4667,0.0025,0.8333,0.9444,0.5895,0.9444,0,1,0,0,1,1,1,0,0,4,1,1,0,84,0,0,1,0,0,0,0,0,Arthritis,4
Horse,Thoroughbred,0.6,0.5398,0.8333,0.2222,0.0211,0.2222,1,1,0,1,0,0,1,0,0,4,0,0,1,5,0,0,0,0,1,0,0,0,Equine Protozoal Myeloencephalitis,64
Horse,Morgan,0.5333,0.7816,1.0,0.3889,0.0421,0.3889,1,1,1,1,1,0,0,1,1,7,0,0,0,29,0,0,0,0,1,0,0,0,Equine Influenza,55
Goat,Toggenburg,0.2,0.1015,0.25,0.5556,0.2316,0.5556,1,0,0,1,1,0,1,1,1,6,0,0,1,71,0,0,0,1,0,0,0,0,Caprine Respiratory Disease,36
Cat,Manx,0.1333,0.0055,0.8333,0.5,0.7789,0.5,1,0,1,0,1,0,0,0,1,4,0,1,0,47,1,0,0,0,0,0,0,0,Intestinal Parasites,98
Cow,Holstein,0.1333,0.7271,0.0,0.7222,0.1053,0.7222,1,1,1,1,1,0,0,1,0,6,1,0,1,2,0,1,0,0,0,0,0,0,Bovine Johne's Disease,13
Cat,Devon Rex,0.2667,0.008,0.8333,0.8333,0.8211,0.8333,1,0,1,1,0,1,0,0,1,5,1,1,1,32,1,0,0,0,0,0,0,0,Feline Calicivirus,69
Rabbit,Himalayan,0.0667,0.0,0.1667,0.9444,0.8842,0.9444,1,1,1,0,1,1,0,1,0,6,1,1,0,74,0,0,0,0,0,0,1,0,Upper Respiratory Infection,136
Horse,Clydesdale,0.6,0.7478,1.0,0.8889,0.5053,0.8889,1,1,1,1,1,1,0,0,1,7,1,0,1,17,0,0,0,0,1,0,0,0,Equine Encephalomyelitis,52
Goat,Nubian,0.4667,0.1046,0.5,0.2222,0.1789,0.2222,1,1,0,0,1,0,0,0,0,3,0,0,1,68,0,0,0,1,0,0,0,0,Coccidiosis,41
Goat,Alpine,0.0667,0.0952,0.25,0.4444,0.1368,0.4444,1,1,0,0,1,1,1,0,1,6,0,0,0,61,0,0,0,1,0,0,0,0,Pneumonia,111
Horse,Morgan,0.2667,0.5769,0.6667,0.6111,0.0526,0.6111,1,0,0,1,1,1,0,0,1,5,0,0,1,29,0,0,0,0,1,0,0,0,Equine Herpesvirus,53
Horse,Belgian,0.6667,0.54,0.4167,0.5,0.1789,0.5,1,0,0,0,1,1,1,0,0,4,0,0,0,73,0,0,0,0,1,0,0,0,Equine Influenza,55
Cat,Burmese,0.1333,0.0061,0.5,0.5,0.8421,0.5,1,0,1,1,1,1,0,0,1,6,0,1,1,64,1,0,0,0,0,0,0,0,Feline Infectious Peritonitis,75
Sheep,Cheviot,0.3333,0.0848,0.4167,0.8333,0.1158,0.8333,1,0,0,1,1,1,1,0,0,5,1,0,1,70,0,0,0,0,0,0,0,1,Scrapie,125
Dog,German Shepherd,0.3333,0.0153,0.0,0.2778,0.6316,0.2778,1,1,1,1,1,0,0,0,1,6,0,1,1,6,0,0,1,0,0,0,0,0,Distemper,47
Cat,Abyssinian,0.1333,0.008,0.0833,0.3889,0.7368,0.3889,1,1,0,1,1,1,1,1,1,8,0,1,0,26,1,0,0,0,0,0,0,0,Feline Respiratory Disease Complex,81
Cat,Bombay,0.3333,0.0062,0.6667,0.8889,0.6842,0.8889,1,0,1,1,0,1,1,0,1,6,1,1,1,50,1,0,0,0,0,0,0,0,Ringworm,123
Horse,Arabian,0.2,0.8956,0.8333,0.5,0.2,0.5,1,0,1,1,1,1,0,0,1,6,0,0,1,12,0,0,0,0,1,0,0,0,Equine Influenza,55
Dog,Chihuahua,0.4,0.0283,0.4167,0.0556,0.4737,0.0556,1,1,1,1,1,0,0,0,1,6,0,0,1,14,0,0,1,0,0,0,0,0,Kennel Cough,100
Cow,Jersey,0.0667,0.7113,0.3333,0.1667,0.1158,0.1667,1,1,1,0,0,1,0,0,1,5,0,0,0,9,0,1,0,0,0,0,0,0,Mastitis,105
Sheep,Dorset,0.2667,0.1362,0.1667,0.8889,0.1053,0.8889,1,0,1,1,1,0,0,1,1,6,1,0,1,101,0,0,0,0,0,0,0,1,Blue Tongue,5
Sheep,Suffolk,0.1333,0.1125,0.3333,0.3889,0.0,0.3889,1,0,0,0,1,1,1,1,1,6,0,0,0,60,0,0,0,0,0,0,0,1,Bluetongue,8
Pig,Large White,0.2,0.1617,0.1667,0.5,0.3684,0.5,1,0,0,0,0,1,1,1,1,5,0,0,1,99,0,0,0,0,0,1,0,0,Porcine Epidemic Diarrhea,113
Dog,Cocker Spaniel,0.0,0.0446,0.25,0.5,0.6,0.5,1,0,1,1,1,1,0,0,1,6,0,1,0,93,0,0,1,0,0,0,0,0,Kennel Cough,100
Dog,Bulldog,0.2667,0.0448,0.25,0.0556,0.5158,0.0556,1,0,0,1,1,1,1,0,0,5,0,0,1,8,0,0,1,0,0,0,0,0,Leptospirosis,102
Cat,British Shorthair,0.3333,0.0078,1.0,0.0556,0.8105,0.0556,1,0,1,1,0,0,0,0,0,3,0,1,1,18,1,0,0,0,0,0,0,0,Feline Infectious Peritonitis,75
Cat,Siberian,0.2,0.0032,1.0,0.7778,0.7368,0.7778,1,1,0,1,0,0,0,1,0,4,1,1,0,41,1,0,0,0,0,0,0,0,Feline Leukemia Virus,77
Horse,Morgan,0.4667,0.8323,0.3333,0.8333,0.1474,0.8333,0,0,0,1,0,1,1,0,0,3,1,0,0,29,0,0,0,0,1,0,0,0,Equine Herpesvirus,53
Horse,Arabian,0.6,0.6027,1.0,1.0,0.0947,1.0,0,0,1,1,1,1,1,0,1,6,1,0,1,12,0,0,0,0,1,0,0,0,Equine Influenza,55
Cat,Scottish Fold,0.2,0.0091,0.4167,0.5,0.6947,0.5,1,1,0,0,0,0,0,0,1,3,0,1,1,38,1,0,0,0,0,0,0,0,Upper Respiratory Infection,136
Pig,Duroc,0.2,0.1552,0.4167,0.8889,0.3579,0.8889,1,0,0,0,1,0,0,0,1,3,1,0,0,62,0,0,0,0,0,1,0,0,Swine Influenza,133
Cat,Bengal,0.0,0.0111,1.0,0.7778,0.7895,0.7778,0,1,1,1,0,1,0,0,1,5,1,1,0,11,1,0,0,0,0,0,0,0,Feline Leukemia Virus,77
Dog,Husky,0.3333,0.0252,0.25,0.8889,0.4842,0.8889,0,1,1,1,0,0,0,1,1,5,1,0,0,28,0,0,1,0,0,0,0,0,Parvovirus,109
Pig,Large White,0.2,0.1482,0.5,0.7222,0.2737,0.7222,1,1,1,0,1,0,1,0,1,6,1,0,1,99,0,0,0,0,0,1,0,0,Actinobacillus Pleuropneumonia,0
Cat,Abyssinian,0.2667,0.0045,0.8333,0.7778,0.7789,0.7778,1,1,1,0,0,1,0,0,1,5,1,1,0,26,1,0,0,0,0,0,0,0,Intestinal Parasites,98
Dog,Beagle,0.3333,0.0372,0.6667,0.3333,0.5474,0.3333,1,1,1,1,0,0,1,1,0,6,0,1,1,3,0,0,1,0,0,0,0,0,Kennel Cough,100
Goat,Angora,0.2,0.0742,0.6667,0.3889,0.1368,0.3889,1,0,1,1,0,1,1,1,0,6,0,0,1,104,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Pig,Duroc,0.0667,0.1721,0.4167,0.3889,0.2947,0.3889,1,1,0,1,1,0,1,1,1,7,0,0,0,62,0,0,0,0,0,1,0,0,Swine Erysipelas,130
Pig,Landrace,0.0667,0.1332,0.4167,0.0,0.2526,0.0,1,1,0,1,0,0,1,1,1,6,0,0,1,88,0,0,0,0,0,1,0,0,Swine Influenza,133
Dog,Shih Tzu,0.0667,0.0283,0.4167,0.8333,0.4421,0.8333,1,0,1,1,0,0,1,0,1,5,1,0,1,44,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Sheep,Blackface,0.3333,0.1446,0.4167,0.3333,0.0526,0.3333,1,0,0,1,0,0,1,1,0,4,0,0,1,115,0,0,0,0,0,0,0,1,Blue Tongue Virus,7
Pig,Berkshire,0.1333,0.1132,0.3333,0.7778,0.1895,0.7778,1,0,1,0,1,0,1,1,1,6,1,0,0,72,0,0,0,0,0,1,0,0,Porcine Epidemic Diarrhea,113
Cat,British Shorthair,0.1333,0.0061,0.4167,0.2778,0.8105,0.2778,1,1,1,1,1,0,1,1,1,8,0,1,0,18,1,0,0,0,0,0,0,0,Feline Calicivirus,69
Dog,Boxer,0.0667,0.0274,0.0833,0.5,0.6,0.5,1,0,0,1,1,1,0,0,0,4,0,1,0,54,0,0,1,0,0,0,0,0,Parvovirus,109
Horse,Shetland Pony,0.4,0.4836,0.0833,0.6111,0.1684,0.6111,1,1,0,1,1,1,1,1,0,7,0,0,1,78,0,0,0,0,1,0,0,0,Equine Influenza,55
Pig,Berkshire,0.1333,0.1455,1.0,0.8889,0.3158,0.8889,1,0,0,1,1,1,0,1,0,5,1,0,1,72,0,0,0,0,0,1,0,0,Porcine Respiratory Disease Complex,116
Cat,Siamese,0.2,0.0046,1.0,0.5556,0.7684,0.5556,1,1,1,1,1,1,1,1,1,9,0,1,1,1,1,0,0,0,0,0,0,0,Feline Panleukopenia,78
Cat,Russian Blue,0.2667,0.0039,0.5833,0.1111,0.8421,0.1111,1,0,1,0,0,0,0,0,0,2,0,1,1,21,1,0,0,0,0,0,0,0,Feline Leukemia Virus,77
Goat,Nubian,0.2,0.09,0.0,1.0,0.1053,1.0,1,1,1,1,0,0,0,1,0,5,1,0,1,68,0,0,0,1,0,0,0,0,Pneumonia,111
Pig,Berkshire,0.1333,0.1238,0.3333,0.2222,0.3474,0.2222,1,0,1,1,0,1,1,0,0,5,0,0,0,72,0,0,0,0,0,1,0,0,Swine Fever,131
Cow,Guernsey,0.3333,0.739,0.8333,0.3333,0.1684,0.3333,1,0,1,1,1,0,1,0,0,5,0,0,1,36,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Cow,Red Poll,0.4667,0.8201,0.4167,0.6667,0.0,0.6667,1,1,0,0,1,1,1,1,1,7,1,0,0,112,0,1,0,0,0,0,0,0,Bovine Parainfluenza,16
Pig,Pietrain,0.1333,0.1624,0.4167,0.9444,0.2,0.9444,1,0,0,0,1,1,0,0,0,3,1,0,1,113,0,0,0,0,0,1,0,0,Actinobacillus Pleuropneumonia,0
Dog,Chihuahua,0.2667,0.0307,0.1667,0.1111,0.5368,0.1111,1,1,0,1,1,1,1,1,0,7,0,1,1,14,0,0,1,0,0,0,0,0,Parvovirus,109
Dog,Bulldog,0.1333,0.0518,1.0,0.3333,0.5474,0.3333,1,0,1,1,1,0,0,0,1,5,0,1,0,8,0,0,1,0,0,0,0,0,Canine Distemper,24
Sheep,Corriedale,0.2,0.0999,0.1667,0.3333,0.1263,0.3333,1,1,0,1,0,0,1,0,1,5,0,0,0,107,0,0,0,0,0,0,0,1,Footrot,88
Dog,Chihuahua,0.2,0.0187,0.8333,0.0556,0.5684,0.0556,1,1,1,1,1,1,1,1,1,9,0,1,0,14,0,0,1,0,0,0,0,0,Gastroenteritis,90
Cow,Hereford,0.2667,0.6217,0.25,0.6667,0.1579,0.6667,0,0,0,1,1,1,1,1,0,5,1,0,1,13,0,1,0,0,0,0,0,0,Mastitis,105
Rabbit,English Angora,0.0,0.0,0.3333,0.0,0.7368,0.0,1,1,1,0,1,0,0,1,0,5,0,1,0,69,0,0,0,0,0,0,1,0,Rabbit Syphilis,119
Horse,Morgan,0.3333,0.3731,0.4167,0.2778,0.2632,0.2778,1,1,0,0,1,1,0,1,1,6,0,0,1,29,0,0,0,0,1,0,0,0,Equine Infectious Anemia,54
Dog,Rottweiler,0.2667,0.0512,0.8333,0.6111,0.6316,0.6111,0,1,1,1,0,1,1,1,1,7,0,1,0,40,0,0,1,0,0,0,0,0,Canine Distemper,24
Horse,Clydesdale,0.9333,0.6016,0.0833,0.6667,0.1368,0.6667,1,1,0,1,1,0,0,1,1,6,1,0,1,17,0,0,0,0,1,0,0,0,Equine Infectious Anemia,54
Goat,Nubian,0.3333,0.0751,0.25,0.7222,0.2421,0.7222,1,0,1,1,1,1,1,0,1,7,1,0,1,68,0,0,0,1,0,0,0,0,Pneumonia,111
Dog,Rottweiler,0.2,0.021,0.4167,0.7778,0.5895,0.7778,1,0,1,1,1,1,0,0,0,5,1,1,0,40,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Dog,Beagle,0.2667,0.0339,0.25,0.2222,0.5579,0.2222,1,0,1,1,0,1,0,0,1,5,0,1,1,3,0,0,1,0,0,0,0,0,Gastroenteritis,90
Cat,Ragdoll,0.2,0.0074,0.8333,0.6111,0.6316,0.6111,0,0,1,1,1,0,1,1,1,6,0,1,1,15,1,0,0,0,0,0,0,0,Feline Respiratory Disease Complex,81
Horse,Morgan,0.6,0.5329,0.3333,0.0556,0.2316,0.0556,1,1,0,0,1,1,0,0,0,4,0,0,1,29,0,0,0,0,1,0,0,0,Equine Herpesvirus,53
Horse,Arabian,0.4,0.878,0.5,0.2778,0.0316,0.2778,1,0,1,0,1,0,0,1,1,5,0,0,1,12,0,0,0,0,1,0,0,0,Equine Laminitis,57
Horse,Clydesdale,0.2667,0.4324,0.3333,0.3333,0.2632,0.3333,1,1,0,0,0,0,1,1,0,4,0,0,0,17,0,0,0,0,1,0,0,0,Equine Influenza,55
Cow,Angus,0.4,0.6217,0.0,0.2778,0.1158,0.2778,1,0,1,1,0,0,0,0,1,4,0,0,0,19,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Horse,Morgan,0.8,0.7527,0.0,0.0,0.0316,0.0,1,1,0,1,1,0,0,1,1,6,0,0,1,29,0,0,0,0,1,0,0,0,Equine Pneumonia,63
Cow,Simmental,0.3333,0.6807,0.25,0.7778,0.0737,0.7778,0,1,0,1,0,0,1,0,1,4,1,0,0,39,0,1,0,0,0,0,0,0,Bovine Respiratory Disease,18
Cat,Bengal,0.2667,0.0059,0.1667,0.7222,0.8105,0.7222,1,1,1,0,1,1,1,1,0,7,1,1,0,11,1,0,0,0,0,0,0,0,Feline Leukemia Virus,77
Sheep,Suffolk,0.2,0.0774,0.25,1.0,0.1263,1.0,1,0,1,1,0,1,1,1,1,7,1,0,0,60,0,0,0,0,0,0,0,1,Blue Tongue,5
Dog,Beagle,0.6,0.0179,0.5833,0.5556,0.5684,0.5556,1,1,1,0,1,0,1,0,1,6,0,1,1,3,0,0,1,0,0,0,0,0,Canine Distemper,24
Pig,Wessex Saddleback,0.0667,0.1107,0.0833,0.8889,0.1053,0.8889,1,0,1,1,0,0,0,0,0,3,1,0,0,92,0,0,0,0,0,1,0,0,Swine Dysentery,129
Dog,Cocker Spaniel,0.1333,0.0074,0.6667,0.0556,0.6,0.0556,1,1,0,1,1,0,1,0,1,6,0,1,1,93,0,0,1,0,0,0,0,0,Canine Leptospirosis,30
Rabbit,Himalayan,0.0,0.0004,0.3333,0.0556,0.8211,0.0556,1,0,0,1,1,1,1,0,1,6,0,1,1,74,0,0,0,0,0,0,1,0,Rabbit Viral Hemorrhagic Disease,120
Horse,Thoroughbred,0.5333,0.6753,0.5,0.8333,0.4211,0.8333,0,1,1,1,1,0,1,1,1,7,1,0,0,5,0,0,0,0,1,0,0,0,Equine West Nile Virus,67
Pig,Large White,0.1333,0.1678,0.0833,0.3333,0.3684,0.3333,0,1,0,1,0,1,1,0,0,4,0,0,0,99,0,0,0,0,0,1,0,0,Swine Influenza,133
Cow,Hereford,0.2667,0.8014,0.4167,0.6111,0.1053,0.6111,1,1,1,1,1,1,1,0,1,8,0,0,1,13,0,1,0,0,0,0,0,0,Coccidiosis,41
Rabbit,Holland Lop,0.1333,0.0,0.6667,0.0,0.8737,0.0,0,1,1,1,1,1,0,1,0,6,0,1,1,55,0,0,0,0,0,0,1,0,Respiratory Infection,121
Cow,Jersey,0.4,0.7465,0.6667,0.8333,0.0947,0.8333,1,1,1,1,1,1,0,0,0,6,1,0,0,9,0,1,0,0,0,0,0,0,Bovine Respiratory Disease,18
Dog,Rottweiler,0.0667,0.0166,0.5833,0.7222,0.4842,0.7222,1,0,1,1,1,1,0,0,1,6,1,0,1,40,0,0,1,0,0,0,0,0,Canine Influenza,29
Rabbit,Himalayan,0.0,0.0006,0.4167,0.1111,0.8,0.1111,1,1,0,1,1,0,0,1,1,6,0,1,0,74,0,0,0,0,0,0,1,0,Pneumonia,111
Cat,Sphynx,0.1333,0.0039,0.25,0.7778,0.8211,0.7778,1,1,1,1,1,0,1,0,0,6,1,1,1,25,1,0,0,0,0,0,0,0,Feline Renal Disease,80
Cow,Angus,0.3333,0.7491,0.0833,0.0,0.1053,0.0,1,1,1,0,1,1,1,0,0,6,0,0,1,19,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Cat,Bengal,0.0,0.0052,0.25,0.8333,0.6421,0.8333,1,1,1,1,1,1,1,1,1,9,1,1,0,11,1,0,0,0,0,0,0,0,Feline Respiratory Infection,82
Horse,Clydesdale,0.4667,0.4665,0.8333,0.7222,0.2105,0.7222,1,1,1,0,0,1,1,0,1,6,1,0,1,17,0,0,0,0,1,0,0,0,Equine Rhinopneumonitis,65
Dog,Chihuahua,0.2667,0.0435,0.4167,0.2222,0.6632,0.2222,1,1,0,0,0,1,1,0,1,5,0,1,0,14,0,0,1,0,0,0,0,0,Parvovirus,109
Cat,Sphynx,0.2,0.0051,0.0833,0.7778,0.8105,0.7778,1,0,1,0,1,1,1,0,1,6,1,1,1,25,1,0,0,0,0,0,0,0,Feline Upper Respiratory Infection,84
Goat,Kiko,0.1333,0.102,0.8333,0.6667,0.1579,0.6667,0,1,0,1,1,1,0,1,1,6,1,0,0,76,0,0,0,1,0,0,0,0,Caprine Arthritis,32
Dog,Bulldog,0.2,0.0318,0.3333,0.0,0.5474,0.0,1,0,0,1,0,0,0,0,1,3,0,1,0,8,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Cow,Holstein,0.2667,0.5802,0.3333,0.1111,0.0421,0.1111,1,1,0,0,1,1,0,0,0,4,0,0,1,2,0,1,0,0,0,0,0,0,Bovine Viral Diarrhea,22
Cat,Maine Coon,0.2667,0.0061,0.1667,0.5,0.7895,0.5,1,1,1,0,1,1,1,1,0,7,0,1,0,7,1,0,0,0,0,0,0,0,Feline Respiratory Disease Complex,81
Cow,Ayrshire,0.4,0.7688,1.0,0.1667,0.0632,0.1667,1,0,1,1,0,1,1,0,0,5,0,0,1,102,0,1,0,0,0,0,0,0,Bovine Respiratory Syncytial Virus,20
Dog,Poodle,0.0,0.0087,0.5,0.3889,0.5158,0.3889,1,1,0,0,1,1,1,1,0,6,0,0,0,10,0,0,1,0,0,0,0,0,Canine Infectious Hepatitis,28
Horse,Shetland Pony,0.2667,0.5552,0.3333,0.8333,0.3263,0.8333,1,1,0,1,1,1,0,1,0,6,1,0,1,78,0,0,0,0,1,0,0,0,Equine Influenza,55
Horse,Clydesdale,0.4667,0.8121,0.0833,0.1667,0.3053,0.1667,1,0,1,0,1,0,0,1,1,5,0,0,1,17,0,0,0,0,1,0,0,0,West Nile Virus,138
Cat,Scottish Fold,0.1333,0.0065,0.3333,0.3333,0.7263,0.3333,1,1,0,0,1,1,1,0,0,5,0,1,1,38,1,0,0,0,0,0,0,0,Feline Infectious Peritonitis,75
Horse,Thoroughbred,0.4,0.5987,0.5833,0.8333,0.2526,0.8333,1,1,0,1,1,0,1,0,1,6,1,0,0,5,0,0,0,0,1,0,0,0,Equine Pneumonia,63
Dog,Pit Bull,0.1333,0.0137,0.4167,0.7222,0.4526,0.7222,1,0,0,1,1,1,1,0,1,6,1,0,0,89,0,0,1,0,0,0,0,0,Heartworm Disease,95
Goat,Alpine,0.3333,0.0928,0.0833,0.1111,0.2,0.1111,1,1,1,0,0,1,1,1,0,6,0,0,1,61,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Goat,Boer,0.2,0.0836,0.25,0.1667,0.1053,0.1667,1,0,1,0,1,1,0,0,0,4,0,0,1,57,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Horse,Mustang,0.4,0.5477,0.8333,0.1111,0.0316,0.1111,1,0,1,1,1,1,1,0,1,7,0,0,1,90,0,0,0,0,1,0,0,0,Equine Arthritis,49
Dog,Chihuahua,0.0,0.0286,0.5,0.0,0.5368,0.0,1,0,1,1,1,1,1,1,1,8,0,1,0,14,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Rabbit,Mini Rex,0.1333,0.0015,0.8333,0.1111,0.9474,0.1111,1,0,1,1,0,1,1,1,0,6,0,1,0,59,0,0,0,0,0,0,1,0,Pasteurellosis,110
Cat,Siamese,0.0,0.0079,0.6667,0.1111,0.8842,0.1111,1,0,0,1,0,1,0,0,1,4,0,1,0,1,1,0,0,0,0,0,0,0,Feline Herpesvirus,73
Dog,Dachshund,0.0667,0.0137,0.25,0.4444,0.4105,0.4444,1,0,1,0,0,0,1,0,1,4,0,0,1,24,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Rabbit,Mini Lop,0.0667,0.0042,0.4167,0.5,0.9158,0.5,1,1,1,0,0,0,1,0,1,5,0,1,1,87,0,0,0,0,0,0,1,0,Myxomatosis,106
